직무,경력,지역,회사규모,재택비율,기술_개수,연봉
데이터 분석가,경력,서울,S,100,4,7418
고객상담 CS,경력,대전,M,50,2,3245
백엔드 개발자,신입,서울,S,50,2,4720
데이터 엔지니어,경력,서울,M,50,2,8427
데이터 엔지니어,경력,서울,L,0,2,9839
경리 회계,신입,서울,M,0,2,2000
일반사무,경력,대구,M,50,1,3619
데이터 분석가,신입,부산,S,50,5,5390
경리 회계,경력,부산,L,0,2,3939
백엔드 개발자,경력,부산,L,100,5,7866
인사 총무,경력,서울,S,100,1,4398
경리 회계,신입,서울,M,0,2,2433
백엔드 개발자,경력,부산,M,50,2,5951
퍼포먼스 마케터,경력,대전,S,100,1,5673
백엔드 개발자,신입,경기,M,50,4,3741
UI/UX 디자이너,신입,대전,M,0,1,3048
고객상담 CS,경력,울산,L,50,1,3984
데이터 분석가,경력,경기,S,0,2,7564
프론트엔드 개발자,경력,서울,S,0,5,4295
백엔드 개발자,경력,경기,M,50,3,6305
데이터 엔지니어,경력,서울,M,50,2,9154
데이터 분석가,경력,광주,M,0,5,7308
프론트엔드 개발자,신입,경기,M,0,4,3943
데이터 분석가,신입,경기,M,50,3,4977
데이터 분석가,경력,서울,M,50,2,7586
데이터 분석가,신입,경기,S,50,2,4264
데이터 분석가,신입,부산,S,100,3,3631
데이터 엔지니어,경력,경기,S,50,4,7375
백엔드 개발자,신입,경기,S,0,3,3601
인사 총무,경력,서울,S,100,1,4416
백엔드 개발자,경력,서울,M,0,5,9110
퍼포먼스 마케터,경력,서울,M,0,2,7009
데이터 분석가,신입,경기,S,0,4,4664
데이터 분석가,신입,대구,M,0,5,6560
경리 회계,신입,경기,M,0,2,2000
퍼포먼스 마케터,경력,서울,S,50,3,5405
데이터 분석가,경력,서울,M,50,3,8111
일반사무,신입,경기,M,100,2,2594
백엔드 개발자,경력,서울,L,50,3,8020
퍼포먼스 마케터,경력,경기,M,0,3,5903
데이터 분석가,경력,서울,M,50,2,9821
프론트엔드 개발자,경력,서울,M,100,4,7083
고객상담 CS,신입,서울,M,50,1,2000
경리 회계,경력,경기,M,50,3,3838
경리 회계,신입,서울,L,0,2,2878
퍼포먼스 마케터,경력,경기,M,0,3,5271
UI/UX 디자이너,경력,부산,M,0,2,6567
데이터 엔지니어,경력,경기,L,50,2,11918
백엔드 개발자,경력,서울,M,50,3,6411
프론트엔드 개발자,경력,대전,L,0,3,6749
UI/UX 디자이너,신입,광주,M,0,2,3958
데이터 분석가,신입,서울,S,50,5,3394
백엔드 개발자,경력,서울,S,100,5,7687
UI/UX 디자이너,경력,부산,S,0,2,5155
프론트엔드 개발자,경력,경기,M,50,5,6092
백엔드 개발자,경력,대구,L,50,3,7391
데이터 분석가,경력,서울,S,50,2,7754
퍼포먼스 마케터,신입,서울,M,50,2,4787
데이터 엔지니어,신입,경기,M,50,4,4964
데이터 엔지니어,경력,대전,S,50,4,7931
인사 총무,경력,서울,M,50,1,4547
백엔드 개발자,경력,경기,M,100,5,6440
일반사무,경력,경기,M,0,2,2840
데이터 분석가,경력,서울,M,50,5,7256
데이터 엔지니어,경력,서울,S,100,5,7284
데이터 분석가,경력,경기,S,100,2,4322
데이터 분석가,경력,서울,S,0,2,6628
백엔드 개발자,경력,인천,S,0,3,5617
데이터 엔지니어,신입,서울,S,100,4,3566
고객상담 CS,경력,경기,L,0,3,4832
백엔드 개발자,경력,부산,M,0,4,7731
일반사무,경력,대전,M,100,3,3013
데이터 엔지니어,경력,경기,M,50,3,9435
인사 총무,경력,서울,M,100,3,2799
UI/UX 디자이너,경력,경기,M,50,1,8833
데이터 엔지니어,경력,경기,M,50,4,10121
백엔드 개발자,경력,경기,S,50,5,7685
데이터 분석가,경력,경기,M,0,4,7125
데이터 엔지니어,경력,서울,L,0,3,11170
프론트엔드 개발자,경력,경기,L,0,4,6982
고객상담 CS,경력,인천,L,50,1,3596
프론트엔드 개발자,경력,서울,M,0,3,5945
백엔드 개발자,신입,경기,M,100,4,3922
UI/UX 디자이너,경력,경기,M,0,2,4682
데이터 분석가,경력,대구,M,0,2,8347
일반사무,경력,경기,M,50,2,4283
UI/UX 디자이너,경력,서울,S,50,1,6043
데이터 분석가,경력,서울,M,0,5,7371
고객상담 CS,신입,서울,S,50,3,2000
UI/UX 디자이너,경력,서울,M,0,2,6851
데이터 엔지니어,신입,경기,M,100,2,5838
데이터 엔지니어,경력,경기,L,50,3,11964
데이터 분석가,신입,서울,S,100,4,6216
UI/UX 디자이너,경력,경기,M,50,2,7834
퍼포먼스 마케터,경력,대구,S,0,2,4094
백엔드 개발자,신입,서울,M,0,5,3373
백엔드 개발자,경력,경기,S,100,2,7452
데이터 분석가,신입,대구,S,50,5,4355
인사 총무,경력,서울,L,50,3,4275
데이터 분석가,경력,서울,L,0,4,7438
프론트엔드 개발자,경력,경기,S,0,4,7040
일반사무,경력,서울,M,50,3,3976
데이터 엔지니어,신입,서울,M,50,3,7541
데이터 분석가,경력,서울,M,50,2,10096
프론트엔드 개발자,신입,경기,S,50,5,5644
데이터 엔지니어,경력,경기,S,100,3,7300
백엔드 개발자,경력,경기,L,0,5,7052
UI/UX 디자이너,신입,부산,M,100,3,4596
UI/UX 디자이너,경력,경기,M,50,1,4406
고객상담 CS,신입,서울,M,50,2,2851
백엔드 개발자,경력,서울,M,100,4,8437
프론트엔드 개발자,신입,서울,L,0,3,5180
UI/UX 디자이너,신입,서울,S,50,1,3390
백엔드 개발자,신입,부산,S,0,4,2382
백엔드 개발자,경력,경기,M,50,3,6050
데이터 엔지니어,신입,서울,L,0,2,5399
데이터 분석가,신입,서울,M,100,2,4414
백엔드 개발자,경력,서울,S,0,5,6725
퍼포먼스 마케터,경력,서울,M,50,3,5579
데이터 분석가,경력,인천,S,50,2,6601
프론트엔드 개발자,신입,서울,M,100,4,2461
데이터 분석가,경력,서울,L,0,4,9411
데이터 분석가,신입,경기,S,100,2,3984
데이터 분석가,경력,서울,M,0,4,7444
백엔드 개발자,경력,경기,M,50,5,5736
백엔드 개발자,경력,서울,L,0,5,9904
프론트엔드 개발자,경력,서울,M,50,2,6740
데이터 엔지니어,경력,서울,M,100,4,8065
영업 지원,경력,서울,S,0,3,2860
프론트엔드 개발자,경력,서울,L,0,3,7570
백엔드 개발자,경력,서울,L,50,3,7476
일반사무,경력,서울,L,50,3,4138
데이터 분석가,신입,서울,S,100,2,4188
백엔드 개발자,경력,부산,M,100,5,7744
경리 회계,경력,서울,L,0,1,4922
데이터 분석가,경력,서울,S,50,4,6416
데이터 엔지니어,신입,인천,L,50,4,5954
백엔드 개발자,경력,서울,S,50,2,5466
일반사무,경력,경기,L,0,2,3318
데이터 엔지니어,신입,서울,L,0,3,7008
데이터 엔지니어,경력,서울,L,100,4,9942
UI/UX 디자이너,경력,서울,S,100,3,5974
프론트엔드 개발자,경력,경기,M,100,5,6443
데이터 분석가,경력,경기,M,0,4,7341
UI/UX 디자이너,신입,서울,M,50,3,4199
영업 지원,경력,경기,L,0,3,4639
백엔드 개발자,경력,경기,M,100,5,7747
퍼포먼스 마케터,신입,서울,L,100,3,3423
데이터 분석가,경력,대전,M,50,4,6609
프론트엔드 개발자,경력,인천,M,0,4,6361
인사 총무,경력,대구,L,50,3,3476
프론트엔드 개발자,경력,서울,M,50,2,8397
데이터 분석가,신입,부산,M,100,4,5420
영업 지원,신입,서울,S,50,1,3834
고객상담 CS,경력,서울,L,0,1,3568
백엔드 개발자,경력,경기,S,0,3,6150
데이터 엔지니어,경력,경기,L,100,4,10568
퍼포먼스 마케터,신입,서울,S,100,2,2078
데이터 엔지니어,경력,서울,L,0,3,8218
데이터 분석가,경력,서울,M,0,5,9261
UI/UX 디자이너,경력,경기,S,50,3,6311
영업 지원,경력,서울,S,0,1,3424
일반사무,경력,서울,L,100,2,4446
백엔드 개발자,경력,서울,M,0,4,7057
데이터 엔지니어,신입,서울,L,50,5,6140
데이터 분석가,신입,대구,M,100,2,5881
백엔드 개발자,경력,서울,M,50,2,7751
데이터 분석가,신입,서울,M,0,2,3635
백엔드 개발자,경력,서울,M,0,4,7989
데이터 분석가,경력,경기,S,0,3,5378
데이터 분석가,경력,서울,S,0,5,7780
일반사무,경력,경기,L,0,2,3839
인사 총무,경력,경기,S,100,2,3825
영업 지원,경력,경기,S,50,3,3391
영업 지원,신입,서울,S,50,1,2905
백엔드 개발자,신입,경기,L,50,5,5929
데이터 분석가,경력,대전,S,100,4,9187
데이터 분석가,경력,경기,M,0,2,8030
백엔드 개발자,경력,서울,S,0,2,5801
데이터 엔지니어,경력,인천,M,0,4,8865
인사 총무,경력,울산,S,50,2,3164
데이터 엔지니어,경력,광주,M,0,4,8633
데이터 분석가,경력,인천,M,50,4,6826
UI/UX 디자이너,경력,경기,M,0,2,5899
데이터 엔지니어,신입,경기,M,0,2,5948
UI/UX 디자이너,경력,서울,M,0,2,7692
프론트엔드 개발자,경력,경기,M,50,2,6812
백엔드 개발자,경력,인천,M,0,3,7509
UI/UX 디자이너,경력,부산,S,50,2,6105
퍼포먼스 마케터,경력,인천,M,50,2,6010
프론트엔드 개발자,경력,경기,M,0,2,7064
백엔드 개발자,경력,인천,S,50,4,6683
영업 지원,경력,부산,M,50,1,3012
데이터 엔지니어,경력,서울,M,50,3,7900
백엔드 개발자,신입,인천,M,50,5,5731
데이터 엔지니어,신입,서울,L,50,4,8954
데이터 엔지니어,신입,경기,M,0,3,3891
프론트엔드 개발자,경력,경기,M,100,4,7288
데이터 엔지니어,경력,서울,S,50,5,7910
퍼포먼스 마케터,경력,부산,L,0,1,6066
고객상담 CS,경력,경기,M,0,2,2990
백엔드 개발자,경력,대구,S,50,2,4178
고객상담 CS,경력,경기,M,50,3,3128
영업 지원,신입,경기,M,100,1,2527
일반사무,신입,서울,L,0,2,2536
백엔드 개발자,경력,경기,S,0,4,5877
UI/UX 디자이너,신입,서울,M,100,1,5118
백엔드 개발자,경력,부산,L,0,4,7775
데이터 분석가,경력,서울,S,0,3,8534
프론트엔드 개발자,경력,경기,M,50,5,7416
백엔드 개발자,경력,경기,L,0,5,7498
영업 지원,경력,서울,L,50,2,4968
데이터 분석가,경력,경기,L,50,5,8274
데이터 분석가,경력,인천,S,100,4,6823
고객상담 CS,경력,서울,S,50,1,3197
UI/UX 디자이너,경력,서울,M,0,1,6478
프론트엔드 개발자,경력,서울,M,0,4,7037
데이터 엔지니어,경력,서울,M,50,4,9732
데이터 엔지니어,경력,경기,M,0,5,6005
백엔드 개발자,신입,서울,S,50,3,3832
프론트엔드 개발자,경력,경기,L,0,4,8436
프론트엔드 개발자,경력,경기,S,0,2,5536
데이터 분석가,경력,서울,M,0,5,8805
데이터 분석가,경력,서울,M,0,2,6036
UI/UX 디자이너,신입,경기,S,50,3,5190
영업 지원,경력,경기,M,50,2,3733
백엔드 개발자,경력,서울,S,50,2,6703
백엔드 개발자,경력,서울,M,100,2,7935
퍼포먼스 마케터,경력,울산,S,50,2,5465
데이터 엔지니어,경력,서울,L,0,5,11106
데이터 엔지니어,경력,서울,S,50,4,6931
일반사무,경력,경기,L,100,2,4812
영업 지원,경력,서울,M,0,1,5178
경리 회계,신입,서울,S,0,3,3233
고객상담 CS,경력,경기,M,0,2,2707
프론트엔드 개발자,경력,경기,M,100,3,5826
UI/UX 디자이너,신입,대구,S,50,2,2250
퍼포먼스 마케터,신입,서울,M,0,1,2391
데이터 엔지니어,신입,경기,S,0,5,7433
백엔드 개발자,경력,경기,L,0,5,8535
프론트엔드 개발자,신입,서울,M,50,3,4031
백엔드 개발자,경력,서울,S,0,4,6348
UI/UX 디자이너,경력,서울,M,50,2,8016
퍼포먼스 마케터,경력,광주,S,50,3,5105
데이터 엔지니어,신입,서울,M,0,5,5704
데이터 엔지니어,경력,경기,M,50,4,7279
백엔드 개발자,신입,서울,M,0,4,3886
데이터 엔지니어,경력,서울,M,0,2,7434
UI/UX 디자이너,경력,경기,M,100,2,4928
일반사무,신입,대전,S,50,3,2000
데이터 엔지니어,경력,경기,L,50,5,10288
프론트엔드 개발자,경력,경기,L,0,4,8775
고객상담 CS,경력,서울,L,0,2,3538
데이터 분석가,경력,부산,M,0,2,6015
데이터 분석가,경력,경기,M,50,4,7133
백엔드 개발자,경력,서울,S,0,4,5290
데이터 엔지니어,경력,서울,M,50,3,9362
영업 지원,신입,경기,M,100,3,3312
데이터 분석가,신입,서울,L,50,5,5658
데이터 분석가,경력,대전,M,50,3,7481
데이터 엔지니어,경력,경기,M,100,5,9068
인사 총무,경력,경기,S,50,1,3269
데이터 분석가,경력,서울,S,50,3,6794
데이터 분석가,경력,서울,S,0,3,4575
백엔드 개발자,경력,경기,L,100,4,10394
프론트엔드 개발자,신입,부산,L,0,2,5792
데이터 분석가,신입,서울,M,50,3,2480
데이터 분석가,신입,서울,M,100,5,3785
영업 지원,신입,경기,S,0,3,2000
영업 지원,신입,경기,M,100,2,3550
UI/UX 디자이너,경력,서울,L,50,2,10071
프론트엔드 개발자,경력,광주,L,50,2,6807
데이터 분석가,경력,인천,M,0,5,7349
경리 회계,경력,경기,M,0,3,3984
인사 총무,경력,경기,L,0,2,3969
데이터 엔지니어,신입,서울,S,100,3,6346
UI/UX 디자이너,신입,서울,M,50,2,6654
프론트엔드 개발자,신입,경기,S,0,2,4830
데이터 엔지니어,경력,서울,M,0,4,9588
프론트엔드 개발자,신입,서울,M,50,4,4708
퍼포먼스 마케터,경력,부산,S,100,3,4842
영업 지원,경력,서울,S,0,3,3389
데이터 분석가,경력,경기,S,100,5,5596
UI/UX 디자이너,신입,광주,L,0,1,4360
프론트엔드 개발자,신입,경기,L,100,4,5103
백엔드 개발자,경력,서울,L,0,2,8144
백엔드 개발자,경력,서울,M,0,2,6925
프론트엔드 개발자,경력,서울,M,100,2,7332
데이터 분석가,경력,서울,L,0,5,9414
백엔드 개발자,경력,대전,S,50,3,5329
인사 총무,신입,서울,S,50,2,2767
프론트엔드 개발자,경력,경기,L,50,4,9335
백엔드 개발자,경력,경기,M,0,3,5366
프론트엔드 개발자,경력,서울,M,50,2,8233
백엔드 개발자,경력,서울,M,100,4,7674
백엔드 개발자,경력,서울,M,0,5,5860
데이터 분석가,신입,경기,S,0,5,5172
고객상담 CS,경력,경기,M,50,2,3691
퍼포먼스 마케터,경력,서울,M,50,3,6726
데이터 엔지니어,경력,서울,S,100,3,7368
프론트엔드 개발자,신입,인천,L,100,3,5083
경리 회계,경력,서울,S,0,2,3754
데이터 분석가,경력,서울,M,50,2,8035
경리 회계,신입,경기,L,50,3,2861
데이터 분석가,경력,인천,M,50,5,7891
백엔드 개발자,경력,광주,M,100,5,5397
인사 총무,신입,서울,L,0,2,3094
프론트엔드 개발자,신입,서울,M,100,3,4536
데이터 분석가,경력,서울,S,50,4,8238
데이터 분석가,신입,경기,M,50,4,3227
UI/UX 디자이너,신입,경기,L,0,2,6537
고객상담 CS,신입,경기,L,100,2,2495
데이터 분석가,경력,서울,M,0,5,7642
프론트엔드 개발자,경력,울산,S,50,3,7065
UI/UX 디자이너,신입,경기,M,50,3,3497
일반사무,경력,인천,L,50,3,4726
영업 지원,경력,울산,S,0,1,3945
데이터 분석가,신입,경기,M,50,2,4841
데이터 분석가,신입,서울,M,50,2,7130
데이터 분석가,경력,인천,S,0,3,5009
UI/UX 디자이너,신입,서울,M,0,1,5195
UI/UX 디자이너,경력,서울,L,0,3,9399
데이터 엔지니어,신입,서울,S,0,4,4484
인사 총무,경력,경기,S,50,1,3547
데이터 분석가,신입,서울,M,50,3,6379
백엔드 개발자,경력,인천,L,50,5,6408
데이터 엔지니어,신입,경기,M,0,2,3682
백엔드 개발자,신입,경기,M,0,5,3032
데이터 엔지니어,경력,경기,M,0,4,8155
UI/UX 디자이너,경력,서울,M,0,3,6577
일반사무,경력,대전,M,0,1,3461
인사 총무,경력,서울,M,50,1,4430
UI/UX 디자이너,경력,경기,L,50,1,7655
경리 회계,경력,경기,M,50,1,4099
백엔드 개발자,경력,서울,L,50,4,8458
데이터 엔지니어,신입,서울,L,0,4,7840
데이터 엔지니어,경력,서울,M,100,2,8315
백엔드 개발자,경력,서울,S,50,4,4237
인사 총무,경력,대전,L,0,2,3982
프론트엔드 개발자,신입,서울,S,100,5,3620
영업 지원,경력,서울,S,50,1,4131
인사 총무,경력,서울,M,100,1,3801
데이터 엔지니어,경력,서울,S,100,4,7003
데이터 분석가,경력,대구,S,100,3,6680
데이터 분석가,신입,인천,S,0,5,2000
데이터 엔지니어,경력,서울,S,100,4,9389
데이터 분석가,경력,서울,M,50,2,7074
데이터 분석가,경력,서울,S,50,5,6014
백엔드 개발자,신입,서울,L,50,2,3739
일반사무,경력,대전,M,100,3,3148
인사 총무,경력,경기,L,50,1,4540
프론트엔드 개발자,신입,경기,L,50,5,4970
백엔드 개발자,경력,서울,M,0,2,7428
데이터 분석가,경력,서울,M,50,3,6349
영업 지원,경력,경기,M,100,3,4537
백엔드 개발자,신입,광주,M,100,4,6082
데이터 분석가,경력,서울,L,0,3,9000
퍼포먼스 마케터,신입,대구,L,50,3,4675
데이터 분석가,경력,서울,M,50,4,8637
데이터 엔지니어,경력,서울,M,0,4,7418
데이터 분석가,신입,경기,M,0,3,5782
백엔드 개발자,신입,대전,M,0,2,3910
프론트엔드 개발자,경력,부산,L,0,4,6560
UI/UX 디자이너,신입,대구,L,100,2,6206
데이터 엔지니어,경력,서울,M,0,5,8259
프론트엔드 개발자,신입,서울,L,100,3,5025
데이터 엔지니어,신입,서울,M,0,5,4097
데이터 분석가,경력,서울,M,0,2,7757
경리 회계,경력,경기,M,100,1,4443
데이터 분석가,신입,경기,M,100,5,4682
일반사무,경력,인천,S,0,2,3276
퍼포먼스 마케터,경력,서울,M,0,1,5375
영업 지원,신입,경기,M,0,1,2549
영업 지원,경력,경기,M,0,1,3834
인사 총무,경력,경기,M,50,2,4205
데이터 분석가,경력,서울,S,100,3,7030
프론트엔드 개발자,경력,서울,M,0,3,5062
데이터 엔지니어,신입,서울,M,0,3,4421
고객상담 CS,신입,경기,S,100,3,2000
프론트엔드 개발자,경력,부산,S,100,3,6130
백엔드 개발자,경력,경기,S,0,2,2872
백엔드 개발자,신입,대전,M,0,3,3360
데이터 분석가,경력,울산,M,0,3,6730
일반사무,경력,서울,M,0,1,3306
프론트엔드 개발자,경력,서울,M,0,4,7446
데이터 분석가,경력,서울,M,50,3,6637
프론트엔드 개발자,경력,서울,M,100,3,7040
데이터 분석가,경력,경기,M,50,4,7759
프론트엔드 개발자,신입,경기,M,50,2,3862
데이터 분석가,신입,경기,S,0,5,2058
퍼포먼스 마케터,경력,울산,M,100,3,5025
퍼포먼스 마케터,신입,경기,M,100,3,3003
영업 지원,신입,경기,M,50,2,2198
일반사무,경력,서울,M,50,2,4065
데이터 분석가,신입,경기,S,100,5,4447
데이터 분석가,경력,서울,L,100,2,11152
백엔드 개발자,경력,서울,M,50,4,6794
프론트엔드 개발자,신입,서울,S,0,4,2431
데이터 분석가,경력,경기,L,0,3,9005
데이터 엔지니어,경력,경기,L,0,5,10334
데이터 분석가,신입,광주,M,50,5,6096
데이터 분석가,신입,서울,M,50,4,4619
